id,x,y,cluster_id
822066132307808000,-4.445632935,37.47682571,7
822066653953458000,42.19892883,11.53168678,7
822175285151928000,-15.70209217,49.67154694,3
822176438627536000,4.965371132,58.05126953,3
822177206633955000,-45.88655853,26.40895462,3
822242449053614000,-22.85120773,44.18960953,5
822298747421986000,-25.5071888,47.00735855,5
822421390125043000,2.141642332,51.47122955,7
822501803615014000,49.85023117,-6.755607605,7
822501939267141000,-11.80405807,34.45495224,1
822502135233384000,30.19321442,-21.67997742,7
822502270503972000,-10.05711842,-24.43082809,1
822502450007515000,25.83525276,-6.163473129,7
822502601304526000,-10.00099564,42.40771866,7
822502887477673000,-36.0059166,-10.15561104,3
822503558369181000,44.44422913,18.29023552,7
822504142178500000,-9.050994873,14.8019104,1
822507434396753000,-22.79185295,41.55622482,5
822669114237943000,-25.33429718,47.36371231,5
822774162011910000,-18.45281982,36.94788361,1
823146987117772000,-9.016965866,25.53580666,1
823150055418920000,45.70737839,6.825558186,7
823151124815507000,-19.55730438,-37.76124573,1
823174199036542000,16.81264114,-4.710011482,7
823495059010109000,-27.29118919,-36.51383209,1
823850781946343000,-10.61922264,15.93247986,1
823937936056008000,7.8545928,51.33465958,4
823939422743830000,-37.8307457,27.03762436,1
823950814163140000,-36.47289658,-30.58190727,1
824055927200423000,-44.34844971,11.87387466,3
824078417213747000,13.81793976,-32.31293106,1
824080766288228000,-17.54611015,-32.32470703,1
824083821889015000,-1.013353229,23.40993118,1
824227824903090000,-4.096090794,-27.74024773,7
824228768227217000,-4.03331852,-27.59654808,7
824229586091307000,4.552537441,50.13507843,7
824377804590563000,1.660287976,58.66519928,3
824407390674157000,-29.24811554,-19.91817474,1
824440456813707000,-22.47170639,22.8953495,1
824448156935081000,-50.90731049,10.21261024,3
824448880993509000,3.165630817,59.09068298,3
824573698774601000,12.75357342,28.44914627,4
824615820391305000,-3.644303083,-38.81995392,1
824616644370714000,29.49778175,-3.515171289,7
824697349335293000,-46.67088318,24.68166733,3
824698743630995000,-46.67305756,24.69114685,3
824765229527605000,-0.292355478,61.40929413,3
824767281146245000,-40.88781738,-2.608850241,3
824968416486387000,31.59683228,4.344911575,7
824970003153842000,23.36518097,-8.938556671,1
825017279209410000,-19.57046509,36.19882584,7
825018149397463000,-22.27176857,8.182738304,7
825075972659613000,-39.37349319,18.6432991,3
825101272982355000,-48.88425446,1.141213298,6
825127844066054000,-6.53574276,46.65348053,7
825328817833123000,22.0487175,-29.37975121,4
825329757646618000,7.220686436,-20.73218155,1
825331665509691000,43.06736755,4.697702408,7
825368580325773000,-32.71540833,28.06052399,1
825476070946328000,-0.255923122,62.2369957,3
825690087857995000,18.89071274,15.3934269,7
825692045532618000,7.649238586,-26.3718338,7
825721153142521000,21.6842804,-7.378679752,7
825822320128303000,-17.70924377,-6.172256947,3
825823217025691000,9.875418663,-6.853699684,1
825848204633731000,-15.37737751,-10.81777096,3
825850987348914000,-0.255912125,62.23725128,3
826041397232943000,1.03354907,-33.05986404,1
826042483155013000,-0.655279875,4.120052338,4
826044059647107000,27.8978138,-12.5037899,7
826060143825666000,6.28047514,-22.74451447,7
826063267760046000,4.549345016,50.08104324,4
826073437735100000,3.08738637,-12.4508934,1
826175120238604000,-3.286162615,14.15444469,7
826229971584708000,34.19018555,-0.907938302,7
826390034693623000,-6.969683647,0.910781443,4
826391334248407000,31.22552872,-8.061591148,7
