id,x,y,cluster_id
859127705366921000,-30.14803886,26.91578484,1
859143061678501000,-47.50999451,10.51934147,3
859209801175269000,27.68811607,25.30656624,4
859392449181093000,5.477004051,-6.481045246,7
859393829505552000,7.949243069,-4.370266438,1
859514893418082000,-38.48553085,23.16965866,1
859601184285491000,7.788448811,10.52331257,4
859604996236742000,-5.495125294,-15.34904861,4
859874689442775000,-38.79695129,21.11398888,3
859890737160302000,-1.530962586,28.97448349,4
860081707315232000,-23.05483627,-6.615736485,3
860083874893897000,-7.928791523,-9.156018257,4
860087334519414000,34.62376785,12.06860161,7
860088511202029000,-3.440754414,50.98935318,1
860108914624532000,-25.49699783,-37.32377243,3
860153543151542000,-40.75976181,26.615448,1
860188065758838000,35.16670609,5.756953239,7
860191508619722000,36.38196564,-29.77639198,7
860194183797243000,-15.37554073,16.93800354,1
860326946147840000,-34.0309639,9.644666672,4
860377543878348000,-41.58503723,19.72746658,3
860477328882905000,-1.899159312,18.42506218,7
860479885566980000,-1.141859412,16.00927734,1
860573284462669000,55.69211578,0.438969523,7
860577873060651000,-45.68937302,-41.02251816,6
860580764944969000,-62.54208755,16.49843025,6
860635815277453000,21.08716774,-24.01830292,4
860637673744195000,26.29923058,-25.91584969,1
860638890570416000,39.24547577,19.80117416,7
860987464114110000,-0.82016027,15.62169075,4
861177649179373000,-5.563384533,-6.933921814,4
861201362834665000,30.40788269,-1.036794662,7
861300169438113000,-10.99317932,27.1999588,1
861354654856249000,-6.103879929,-0.88723594,1
861544307043467000,-30.53194809,11.5398407,4
861550676505219000,26.67648888,-33.40496063,4
861554864542941000,26.54490662,34.17674637,4
861592420043157000,26.54458237,34.17580414,4
861637456281690000,-44.06245804,19.54623222,3
861712617299210000,15.90749836,-25.76995468,4
861713233786404000,15.58812714,12.06711292,4
861713823505494000,15.98621845,-22.77804947,4
861715019674910000,-1.760244966,-14.27571106,3
861993986436866000,-29.35241508,32.77343369,1
862059314277748000,-26.51999664,-32.73829651,1
862135824745467000,27.04597664,30.8057766,4
862263649821503000,46.4604454,6.984064102,7
862265729718128000,-5.14285326,-1.875561476,7
862267781336752000,26.29712868,7.00488615,7
862282202188566000,-10.73195457,0.762711823,1
862283792559616000,8.330365181,19.6001873,4
862286091759611000,23.18923378,25.85660362,4
862290442129461000,16.33448982,13.76239491,4
862387734492663000,30.02377892,13.97647476,4
862460991451344000,33.09606934,37.08198547,4
862752672683839000,-54.1125412,-6.551521778,3
862753016193089000,-54.14207077,-6.488877773,3
862758098892619000,-21.03668976,48.9082489,5
862767872879325000,-2.348292351,-6.077383995,1
862788002594127000,-10.36140919,22.75268936,3
862998775731818000,-5.472611427,-15.44868851,4
862999243560288000,18.69701195,-23.94451332,1
863000553265270000,25.16584587,-7.114041805,4
863002719400976000,21.08776474,-10.78975868,7
863007411132649000,23.31249428,1.578914285,4
863014620516233000,14.43140316,-25.47323036,4
863020954427043000,28.84231567,-13.08934593,7
863139099825364000,-38.85622406,21.13606071,1
863140961114886000,-44.18430328,24.5915432,3
863194069891031000,-62.29225159,16.29087067,0
863446552559398000,-6.196856022,46.60945892,7
863452412459307000,0.666935146,61.36675262,3
863468271668002000,-6.953242302,35.46430588,4
863774341921742000,-17.35454178,37.40999603,1
864207293289771000,-39.57055283,18.82136726,3
864296272844529000,-58.34453201,16.6657505,6
864436162567471000,15.97450256,16.18649483,4
864438529472049000,-23.9390583,-12.69129562,1
864452996129853000,-7.342021942,-16.605793,1
864511331029921000,-24.03360367,-40.11493683,3
864565791076872000,-42.5930748,20.39729118,1
864942610191978000,-40.87503052,20.72782898,1
865169927644340000,-4.295823574,-51.57352448,4
865173176854204000,-35.33296967,-36.86597443,1
865207118785372000,-4.295814037,-51.57200241,1
865337513245913000,-43.65449142,18.95467377,3
865387523371143000,-48.81785965,-2.078875303,3
865573793531478000,35.37958145,25.68221283,7
865692565454106000,-62.29225159,16.29087067,0
865865814099939000,-21.69780731,39.12637711,1
865957909565366000,-27.13132858,29.70400238,1
866334629036384000,-48.03334045,15.59436798,3
866411249092902000,-57.94663239,15.79208946,6
866749195297976000,-52.41610718,13.02581406,3
866988278184116000,-31.93065071,21.63437653,1
867043258932875000,-17.35639763,39.23157883,5
867044286352809000,-12.78859997,21.24594307,1
867047119974170000,-25.03230858,26.63258743,1
867354520526872000,-1.772113681,8.796366692,1
867473100434161000,-25.94602776,42.03095245,5
867801005018230000,-34.00839233,26.95981026,1
867834190078906000,-24.51644707,50.73308182,5
867874154497937000,-49.49052048,17.54483604,3
868047480847568000,3.888679266,-36.81509399,1
868047612301148000,-27.77703857,-8.230740547,1
868201805934678000,19.92930412,-7.393536091,1
868205058743250000,-52.32327271,13.07241631,3
868406076995235000,-16.635952,-15.48222065,1
868407229380268000,39.47644806,-24.53249741,7
868441116726710000,-2.040161848,36.08104706,1
868501243823575000,-7.610418797,21.01587296,7
868501423566315000,-16.1560154,-17.14660835,1
868502563347451000,-6.518908501,28.38685989,1
868517059407335000,-0.82964313,-37.66983414,1
868798339671830000,19.65462112,-14.39926147,7
868798339676086000,-26.22946739,9.417226791,1
868799536420065000,-26.27865601,9.421949387,3
868801710038372000,3.685238123,31.84180069,4
868807327130025000,3.440979719,-24.21953964,1
868807754231820000,48.67894363,-7.190605164,7
868807940744126000,50.39107513,-10.74637604,7
868809214365487000,4.267260075,4.495922089,4
868810404335673000,50.38974762,-10.74526691,7
868810522942164000,4.267260075,4.495922089,4
868840252227674000,15.3117466,12.4392271,4
868979531641741000,55.6860733,0.448031366,7
868981969664843000,5.288732529,-26.46143913,7
868985285207629000,21.28587914,-22.45614624,4
869164414662049000,-30.87046814,24.07035446,1
869166145894535000,-6.84244442,22.35263824,4
869170351049240000,-23.91571999,32.9021225,1
869170615881793000,-30.87855721,30.00761795,1
869503804307275000,38.22482681,-18.37333488,7
869509894688387000,-2.448543549,-6.053993702,4
869553853750013000,33.08298111,0.635381103,7
869766994899468000,-1.375915527,-14.87187481,1
869858333477523000,46.5956459,-8.317736626,7
869865463584620000,28.44971466,18.92455482,4
869867413776601000,-13.66201305,-1.449540734,4
869874798087819000,21.42355347,36.70251465,4
869902591005741000,9.145916939,-0.848919213,7
869903459511918000,-2.090309381,36.08050919,1
870008165827575000,-23.50156403,20.90251923,1
870035383458963000,-42.48959351,19.90077972,3
