id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883760134333378000,8/07/2017 18:50,0.333333333,"Law enforcement &amp, military did a spectacular job in Hamburg. Everybody felt totally safe despite the anarchists. @PolizeiHamburg #G20Summit",law,enforcement,&,military,did,a,spectacular,job,in,hamburg,everybody,felt,totally,safe,despite,the,anarchists,@polizeihamburg,#g20summit,,,,,,,,,,
883761448064864000,8/07/2017 18:55,0.5,"Leaving Hamburg for Washington, D.C. and the WH. Just left China’s President Xi where we had an excellent meeting on trade &amp, North Korea.",leaving,hamburg,for,washington,dc,and,the,wh,just,left,chinas,president,xi,where,we,had,an,excellent,meeting,on,trade,&,north,korea,,,,,
883845492790235000,9/07/2017 0:29,0.975,"Thank you @SenatorDole, very kind! https://t.co/cXrYiK46Qq",thank,you,@senatordole,very,kind,http://...,,,,,,,,,,,,,,,,,,,,,,,
884008221970763000,9/07/2017 11:15,0.18125,The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,the,g,20,summit,was,a,great,success,for,the,us,-,explained,that,the,us,must,fix,the,many,bad,trade,deals,it,has,made,will,get,done
884012097805406000,9/07/2017 11:31,0.216666667,I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,i,strongly,pressed,president,putin,twice,about,russian,meddling,in,our,election,he,vehemently,denied,it,ive,already,given,my,opinion,,,,,,,,
884013689736769000,9/07/2017 11:37,0,...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,we,negotiated,a,ceasefire,in,parts,of,syria,which,will,save,lives,now,it,is,time,to,move,forward,in,working,constructively,with,russia,,,,,
884016887692234000,9/07/2017 11:50,0.11875,"Putin &amp, I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp, many other negative things, will be guarded..",putin,&,i,discussed,forming,an,impenetrable,cyber,security,unit,so,that,election,hacking,&,many,other,negative,things,will,be,guarded,,,,,,,
884018776391503000,9/07/2017 11:57,0.5,"...and safe. Questions were asked about why the CIA &amp, FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't....",and,safe,questions,were,asked,about,why,the,cia,&,fbi,had,to,ask,the,dnc,13,times,for,their,server,and,were,rejected,still,dont,,,
884020939264073000,9/07/2017 12:06,-0.25,...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?,have,it,fake,news,said,17,intel,agencies,when,actually,4,had,to,apologize,why,did,obama,do,nothing,when,he,had,info,before,election,,,,
884027201804488000,9/07/2017 12:31,0,"Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp, Syrian problems are solved!",sanctions,were,not,discussed,at,my,meeting,with,president,putin,nothing,will,be,done,until,the,ukrainian,&,syrian,problems,are,solved,,,,,,,
884033889613828000,9/07/2017 12:57,1,MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4,make,america,great,again,http://...,,,,,,,,,,,,,,,,,,,,,,,,
884141905436696000,9/07/2017 20:07,0,"""For years, even as a """"civilian,"""" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!""",for,years,even,as,a,civilian,i,listened,as,republicans,pushed,the,repeal,and,replace,of,obamacare,now,they,finally,have,their,chance,,,,,,
884142582191849000,9/07/2017 20:09,0.6875,Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!,syrian,ceasefire,seems,to,be,holding,many,lives,can,be,saved,came,out,of,meeting,good,,,,,,,,,,,,,
884211874518192000,10/07/2017 0:45,-0.390625,"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can,&amp, did!",the,fact,that,president,putin,and,i,discussed,a,cyber,security,unit,doesnt,mean,i,think,it,can,happen,it,cant-but,a,ceasefire,can&,did,,,,
884361623514656000,10/07/2017 10:40,-0.625,James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!,james,comey,leaked,classified,information,to,the,media,that,is,so,illegal,,,,,,,,,,,,,,,,,
884363456849342000,10/07/2017 10:47,0.412121212,I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!,i,cannot,imagine,that,congress,would,dare,to,leave,washington,without,a,beautiful,new,healthcare,bill,fully,approved,and,ready,to,go,,,,,,,
884374529660903000,10/07/2017 11:31,-0.03125,"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!",when,i,left,conference,room,for,short,meetings,with,japan,and,other,countries,i,asked,ivanka,to,hold,seat,very,standard,angela,m,agrees,,,,,
884378624660582000,10/07/2017 11:47,-0.625,"If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES!",if,chelsea,clinton,were,asked,to,hold,the,seat,for,her,motheras,her,mother,gave,our,country,away,the,fake,news,would,say,chelsea,for,pres,,,
884728971530829000,11/07/2017 10:59,0.141111111,"The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp, obstruct!",the,senate,democrats,have,only,confirmed,48,of,197,presidential,nominees,they,cant,win,so,all,they,do,is,slow,things,down,&,obstruct,,,,,
884740553040175000,11/07/2017 11:46,-0.364583333,Working hard to get the Olympics for the United States (L.A.). Stay tuned!,working,hard,to,get,the,olympics,for,the,united,states,la,stay,tuned,,,,,,,,,,,,,,,,
884746435039768000,11/07/2017 12:09,0,Marine Plane crash in Mississippi is heartbreaking. Melania and I send our deepest condolences to all!,marine,plane,crash,in,mississippi,is,heartbreaking,melania,and,i,send,our,deepest,condolences,to,all,,,,,,,,,,,,,
884750055776948000,11/07/2017 12:23,0.1875,Big wins against ISIS!,big,wins,against,isis,,,,,,,,,,,,,,,,,,,,,,,,,
884931352201756000,12/07/2017 0:24,1,"My son, Donald, will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country!",my,son,donald,will,be,interviewed,by,@seanhannity,tonight,at,1000,pm,he,is,a,great,person,who,loves,our,country,,,,,,,,
885081181980590000,12/07/2017 10:19,0.225,"My son Donald did a good job last night. He was open, transparent and innocent. This is the greatest Witch Hunt in political history. Sad!",my,son,donald,did,a,good,job,last,night,he,was,open,transparent,and,innocent,this,is,the,greatest,witch,hunt,in,political,history,sad,,,,
885084555421634000,12/07/2017 10:32,-0.5,"""Remember, when you hear the words """"sources say"""" from the Fake Media, often times those sources are made up and do not exist.""",remember,when,you,hear,the,words,sources,say,from,the,fake,media,often,times,those,sources,are,made,up,and,do,not,exist,,,,,,
885092844511387000,12/07/2017 11:05,-0.327777778,"ISIS is on the run &amp, will soon be wiped out of Syria &amp, Iraq, illegal border crossings are way down (75%) &amp, MS 13 gangs are being removed.",isis,is,on,the,run,&,will,soon,be,wiped,out,of,syria,&,iraq,illegal,border,crossings,are,way,down,75,&,ms,13,gangs,are,being,removed
885109663217352000,12/07/2017 12:12,0,""".@WashTimes states """"Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump.""""""",@washtimes,states,democrats,have,willfully,used,moscow,disinformation,to,influence,the,presidential,election,against,donald,trump,,,,,,,,,,,,,
885128373441355000,12/07/2017 13:27,0,Why aren't the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful!,why,arent,the,same,standards,placed,on,the,democrats,look,what,hillary,clinton,may,have,gotten,away,with,disgraceful,,,,,,,,,,
885131482397908000,12/07/2017 13:39,0.2828125,"The W.H. is functioning perfectly, focused on HealthCare, Tax Cuts/Reform &amp, many other things. I have very little time for watching T.V.",the,wh,is,functioning,perfectly,focused,on,healthcare,tax,cutsreform,&,many,other,things,i,have,very,little,time,for,watching,tv,,,,,,,
885232527656538000,12/07/2017 20:20,0.15,"""""""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."""" https://t.co/gDGgejqFMs""",after,14,years,us,beef,hits,chinese,market,trade,deal,an,exciting,opportunity,for,agriculture,http://...,,,,,,,,,,,,,
885266492765466000,12/07/2017 22:35,0,"Getting rdy to leave for France @ the invitation of President Macron to celebrate &amp, honor Bastille Day and 100yrs since U.S. entry into WWI.",getting,rdy,to,leave,for,france,@,the,invitation,of,president,macron,to,celebrate,&,honor,bastille,day,and,100yrs,since,us,entry,into,wwi,,,,
885274148012011000,12/07/2017 23:06,0.462424242,Stock market hits another high with spirit and enthusiasm so positive. Jobs outlook looking very good! #MAGA🇺🇸 https://t.co/Vwxsb2vWGe,stock,market,hits,another,high,with,spirit,and,enthusiasm,so,positive,jobs,outlook,looking,very,good,#maga🇺🇸,http://...,,,,,,,,,,,
885275592681295000,12/07/2017 23:12,0,"JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/HScS4Y9ZJK",jobs,jobs,jobs,#maga🇺🇸,http://...,,,,,,,,,,,,,,,,,,,,,,,,
885278633014812000,12/07/2017 23:24,0.409375,"Big WIN today for building the wall. It will secure the border &amp, save lives. Now the full House &amp, Senate must act! ➡️https://t.co/TTg7lvBdo2 https://t.co/xhiknXko70",big,win,today,for,building,the,wall,it,will,secure,the,border,&,save,lives,now,the,full,house,&,senate,must,act,➡️,http://...,http://...,,,
885410010167226000,13/07/2017 8:06,0,"Just landed in Paris, France with @FLOTUS Melania. https://t.co/knULGOQF1K",just,landed,in,paris,france,with,@flotus,melania,http://...,,,,,,,,,,,,,,,,,,,,
885481504780013000,13/07/2017 12:50,0.25,"Melania and I were thrilled to join the dedicated men and women of the @USEmbassyFrance, members of the U.S. Military and their families. https://t.co/ZSdsJ0Bsbl",melania,and,i,were,thrilled,to,join,the,dedicated,men,and,women,of,the,@usembassyfrance,members,of,the,us,military,and,their,families,http://...,,,,,
885570979975639000,13/07/2017 18:45,0.925,"President @EmmanuelMacron,Thank you for the beautiful welcome ceremony at Les Invalides today! https://t.co/RKir1GcRrB",president,@emmanuelmacronthank,you,for,the,beautiful,welcome,ceremony,at,les,invalides,today,http://...,,,,,,,,,,,,,,,,
